9304045	9204040
9308122	9203084
9308122	9204035
9308122	9205041
9308122	9207049
9308122	9207111
9308122	9301042
9308122	9301043
9309097	9203084
9309097	9205041
9309097	9301042
9309097	9301043
9311042	9301042
9311042	9301043
9304062	9201007
9304062	9204031
9304062	9205027
9304062	9210123
9311183	208020
9306002	9206047
9306002	9208027
9311055	9202038
9311055	9205027
9308005	9201014
9308005	9202039
9308005	9203084
9308005	9204035
9308005	9205004
9308005	9205041
9308083	9203084
9308083	9204035
9308083	9205041
9308083	9301043
9309140	9201056
9309140	9203071
9309140	9204030
9309140	9206084
9309140	9207004
9309140	9207094
9309140	9208035
9309140	9209085
9309140	9211040
9309140	9212149
9309140	9301068
9309140	9301083
9309140	9302048
9309140	9302103
9309140	9303046
9309140	9304087
9309140	9305079
9309140	9306122
9309140	9307158
9310144	9201036
9310144	9204083
9310144	9206063
9312059	209014
9312059	9201021
9312059	9203056
9312059	9203077
9312059	9205030
9312059	9205071
9312059	9207001
9312059	9209118
9312059	9210010
9312059	9210017
9312059	9211054
9312059	9301021
9312059	9304012
9312059	9307025
9307010	9303044
9308075	9203071
9308075	9205015
9308075	9208059
9308075	9302047
9308124	9202092
9308124	9203033
9308124	9203083
9308124	9204046
9308124	9205037
9308124	9205046
9308124	9206006
9308124	9206078
9308124	9208001
9308124	9209016
9308124	9209023
9308124	9210076
9308124	9211061
9308124	9212099
9303017	9202046
9303017	9204030
9303017	9205068
9303017	9211027
9310008	9202046
9310008	9205068
9303077	9203016
9303136	9210091
9305087	9202021
9305087	9205088
9305087	9208027
9305087	9301097
9305087	9303136
9309148	9302023
9302099	208020
9302099	9210127
9302099	9211084
9302126	9204099
9302126	9206006
9302126	9206048
9302126	9210119
9302126	9210121
9302126	9301047
9302126	9302033
9302126	9302037
9302126	9302070
9302126	9302083
9304102	9202092
9304102	9205037
9304102	9205046
9304102	9206006
9304102	9206078
9302103	9204102
9310025	9203056
9310025	9210036
9310025	9301119
9308090	9202059
9301002	9208032
9303041	9208032
9303149	9204017
9303149	9204018
9307045	9302133
9312047	9203030
9312047	9204082
9312047	9302133
9312047	9307045
9312158	9302133
9312158	9307045
9301018	9202020
9301018	9206034
9309137	9206034
9309137	9207040
9309137	9207069
9309137	9210025
9309137	9211111
9309137	9305024
9310060	9206034
9310060	9301018
9310060	9303013
9310060	9303111
9310194	9201029
9310194	9203018
9310194	9204099
9310194	9208078
9303048	9204090
9305163	9201002
9305163	9201016
9305163	9206029
9305163	9301067
9305163	9308139
9309034	9301067
9309034	9305163
9309034	9308139
9303153	9203019
9303153	9303046
9304047	9201013
9304047	9303153
9309144	9202073
9309144	9204064
9309144	9208063
9309144	9305091
9309154	9202057
9309154	9206002
9309154	9206049
9309154	9210128
9312212	9201010
9312212	9201011
9312212	9201013
9312212	9203043
9312212	9207049
9312212	9208044
9312212	9208046
9312212	9302014
9309055	9307001
9312206	9206106
9312206	9304057
9312206	9306101
9312206	9310080
9309023	9209052
9309023	9211021
9309023	9212049
9302120	9202092
9302120	9205037
9302120	9206078
9302120	9206084
9302120	9207118
9304048	9202092
9304048	9203033
9304050	9203030
9304050	9204094
9304050	9204102
9304051	9201006
9304051	9204094
9307166	9202011
9307166	9204102
9307166	9206041
9307166	9207073
9307166	9301083
9307166	9304026
9307166	9307101
9308068	9201061
9308068	9202004
9308068	9209055
9308068	9211015
9308068	9211030
9308068	9302109
9308068	9305115
9308068	9306001
9310118	9207070
9307122	9201054
9307122	9210164
9306048	9209032
9301122	9203038
9307121	9201040
9307121	9207016
9307121	9207053
9307121	9208055
9307121	9208078
9307121	9209016
9307121	9209125
9307121	9302038
9307121	9302109
9307121	9303057
9307121	9304154
9307121	9305142
9307121	9305185
9308002	9212038
9310201	9301063
9310201	9305045
9312003	9203056
9305123	9201061
9306069	9201021
9306069	9201061
9306069	9201074
9306069	9203042
9306069	9203052
9306069	9203054
9306069	9204002
9306069	9205028
9306069	9205069
9306069	9205089
9306069	9206020
9306069	9206070
9306069	9207034
9306069	9207095
9306069	9209008
9306069	9209012
9306069	9210017
9309039	9210021
9309039	9302126
9304154	9206016
9304154	9207016
9304154	9207053
9304154	9208055
9304154	9209016
9304154	9209125
9304154	9211056
9304154	9302109
9304154	9303057
9304141	9211053
9309142	9205039
9309142	9208027
9310188	9306002
9305143	9205091
9301088	9202011
9301088	9203066
9303040	9202046
9307111	9209049
9307111	9212149
9307111	9301068
9307111	9303046
9307111	9306013
9309107	12228
9309107	9206015
9309107	9207086
9309107	9208002
9309107	9212011
9309107	9212074
9309107	9212149
9309107	9301068
9309107	9303046
9309107	9303153
9305025	9203071
9305025	9205046
9305025	9209052
9306096	9204041
9304135	9202092
9304135	9205046
9304135	9210076
9304135	9304102
9306080	9204035
9306080	9205066
9306080	9208029
9303050	9209046
9303050	9212010
9303050	9212015
9303050	9212019
9303050	9212021
9303050	9212145
9302014	9201001
9302014	9201011
9302014	9201033
9302014	9202006
9302014	9203009
9302014	9207020
9303172	9209107
9303172	9302044
9309030	9209107
9309030	9303172
9305016	9301021
9305016	9303029
9309145	9308139
9303133	9209075
9307189	9202058
9307189	9202061
9307189	9207009
9307189	9207010
9301083	9201005
9301083	9201056
9301083	9202008
9301083	9203066
9301083	9204085
9301083	9206085
9305047	12228
9305047	9212090
9305047	9212149
9305047	9301068
9305047	9303046
9305047	9303159
9308158	9303153
9304065	9201067
9304065	9202070
9304065	9206112
9301067	9201059
9301067	9202037
9301067	9210012
9310122	9203062
9310122	9206006
9310122	9211083
9310122	9301015
9312104	9204020
9312104	9301042
9312104	9305010
9312048	9304142
9307049	9207060
9307049	9209116
9304057	9202021
9304057	9206084
9304057	9208027
9304057	9303136
9306101	9206106
9307126	9203038
9307126	9306135
9307126	9306147
9307126	9307027
9310080	9306054
9310080	9310123
9310115	9203051
9310115	9204071
9310115	9207050
9310115	9303172
9310115	9309030
9310055	9211045
9310055	9211052
9309013	9305011
9301074	9211113
9302110	9201050
9302110	9202060
9302110	9209111
9302110	9210134
9302110	9211113
9302110	9212016
9302110	9212017
9302110	9212117
9301061	9204069
9308126	9204069
9303029	9201059
9303029	9203057
9303029	9204046
9309075	9201061
9309075	9202004
9309075	9202014
9309075	9211030
9312172	9201061
9312172	9202004
9312172	9202014
9312172	9202037
9312172	9203042
9312172	9203052
9312172	9203054
9312172	9203083
9312172	9204046
9312172	9206055
9312172	9211011
9312172	9211030
9312172	9302080
9312172	9304027
9312172	9310101
9304011	9201005
9304011	9201017
9304011	9201056
9304011	9202021
9304011	9203030
9304011	9204049
9304011	9204084
9304011	9206084
9304011	9210107
9304011	9210120
9304011	9211057
9305128	9204089
9305128	9205086
9305128	9210075
9305128	9212157
9305128	9305129
9305128	9305130
9305129	9204089
9305129	9205086
9305129	9210075
9305129	9212157
9305129	9305128
9305129	9305130
9308027	9206113
9309143	9207060
9309143	9208055
9310123	9206106
9310123	9306054
9310123	9310080
9303016	9201040
9303016	9206023
9303016	9206051
9308112	9210015
9308112	9210021
9308112	9211021
9308154	9201040
9308154	9210021
9308154	9308112
9312175	9302133
9312175	9303123
9312175	9307045
9310187	9302103
9310187	9304045
9310187	9308083
9310187	9308122
9310187	9309097
9301026	9204036
9304019	9206075
9306153	9201001
9306153	9201003
9306153	9201010
9306153	9201013
9306153	9203030
9306153	9203043
9306153	9204082
9306153	9204093
9306153	9206035
9306153	9206090
9306153	9210072
9306153	9301004
9306153	9303093
9306153	9303100
9306153	9303101
9306153	9303127
9306153	9303139
9306153	9304011
9307170	9210010
9307170	9212104
9307170	9302124
9309014	9204097
9309014	9204098
9309014	9209105
9310102	9211052
9306098	9306066
9308147	9201032
9308147	9202020
9308147	9203076
9308147	9305042
9310170	9207004
9310170	9208035
9310170	9211025
9310170	9211040
9310170	9211059
9310170	9302049
9310170	9303122
9310170	9308129
9310170	9309095
9310170	9309125
9301015	9202092
9301015	9205037
9301015	9206007
9301047	9202092
9301047	9205037
9301047	9206006
9301047	9206048
9301047	9206078
9301047	9207118
9302116	9206039
9308052	9201056
9308052	9206084
9308052	9210090
9308052	9211072
9308052	9304053
9308052	9305139
9307075	9204064
9311111	9206027
9311111	9301100
9311111	9302111
9308053	9204064
9309118	9204064
9307036	9202056
9309025	9202056
9309025	9212005
9307042	9205021
9307042	9208070
9307104	9205021
9307104	9208070
9308030	9205021
9308030	9208070
9302080	9201074
9302080	9202075
9302080	9211030
9305125	9203042
9305125	9203052
9305125	9207105
9305125	9209008
9305125	9209055
9305125	9210017
9305125	9211011
9305125	9211030
9305125	9212136
9305125	9301021
9305125	9301119
9305125	9302080
9305125	9302144
9305125	9304148
9307059	9211030
9310011	9204099
9310011	9205095
9310011	9302126
9310011	9303007
9310011	9303032
9304081	9206007
9305021	9206007
9307089	9203016
9305038	9205111
9305038	9206061
9305038	9206084
9302046	9201059
9305130	9205086
9305130	9305128
9305130	9305129
9312081	9204089
9312081	9212157
9306006	9203046
9306006	9203047
9306006	9210131
9312161	9303080
9312161	9307178
9304096	9205046
9304096	9206078
9304096	9212099
9305112	9202004
9305112	9205027
9305112	9211030
9305112	9212153
9311130	9208031
9311130	9210045
9311130	9301068
9311130	9302103
9311130	9303046
