4,10226
4,10226
4,103
4,10389
4,10389
4,10389
4,112
4,112
4,112
4,112
4,118
4,119
4,119
4,14346
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,171
4,172
4,179
4,181
4,189
4,196
4,196
4,201
4,201
4,2024
4,2024
4,2024
4,2024
4,2024
4,216
4,231
4,256
4,291
4,29922
4,307
4,3228
4,3228
4,3228
4,3228
4,3228
4,3228
4,3228
4,3228
4,3228
4,33059
4,486
4,5033
4,59540
4,59540
4,59544
4,59545
4,59547
4,59547
4,59551
4,59552
4,59554
4,59557
4,59564
4,59566
4,59567
4,59568
4,59572
4,59572
4,59575
4,59576
4,68
4,784
4,8326
4,8326
4,8326
4,8326
4,8336
4,8336
4,8336
4,8336
4,8351
4,8351
4,8352
4,8371
4,9
4,9045
4,91
4,93
4,93
51,3
51,3
51,3
103,3
104,28789
113,3
116,3
116,3
118,10
118,10226
118,103
118,103
118,10343
118,10343
118,10343
118,10349
118,10352
118,10366
118,10389
118,10443
118,10443
118,10443
118,10459
118,10459
118,10468
118,106
118,106
118,106
118,10752
118,10753
118,10754
118,10755
118,10755
118,10755
118,10755
118,10757
118,10757
118,10758
118,10758
118,10758
118,10759
118,10760
118,10761
118,10761
118,10762
118,10763
118,10765
118,10766
118,111
118,111
118,111
118,112
118,116
118,118
118,118
118,118
118,119
118,119
118,119
118,119
118,121
118,121
118,13934
118,13934
118,13934
118,1527
118,1527
118,1527
118,15883
118,170
118,171
118,171
118,171
118,172
118,172
118,173
118,174
118,174
118,176
118,177
118,178
118,178
118,178
118,179
118,179
118,181
118,181
118,181
118,182
118,183
118,183
118,183
118,184
118,184
118,184
118,186
118,186
118,188
118,188
118,188
118,189
118,189
118,189
118,1895
118,190
118,190
118,190
118,191
118,191
118,191
118,192
118,193
118,193
118,193
118,1959
118,196
118,196
118,196
118,197
118,197
118,198
118,198
118,198
118,198
118,200
118,200
118,200
118,201
118,201
118,201
118,203
118,203
118,203
118,203
118,204
118,204
118,205
118,205
118,206
118,206
118,207
118,208
118,208
118,208
118,210
118,210
118,210
118,2106
118,212
118,212
118,231
118,233
118,251
118,256
118,2659
118,272
118,272
118,276
118,29650
118,29654
118,29660
118,29660
118,29660
118,29833
118,29833
118,29922
118,29922
118,3
118,3
118,3
118,3
118,3
118,306
118,3228
118,3228
118,3228
118,33294
118,36599
118,36609
118,36610
118,389
118,4
118,4
118,4
118,4250
118,4250
118,452
118,478
118,5033
118,505
118,510
118,51
118,51
118,51
118,51
118,527
118,527
118,540
118,547
118,5611
118,5611
118,5611
118,5753
118,604
118,68
118,7
118,723
118,744
118,744
118,76
118,76
118,76
118,77
118,77
118,77
118,78
118,8326
118,8326
118,8326
118,8327
118,8334
118,8352
118,8352
118,8352
118,8352
118,84
118,84
118,8601
118,89
118,9
118,9
118,9
118,92
118,93
118,95
118,95
118,95
125,133
125,135
125,4751
125,527
125,532
130,1230
130,1230
142,1061
142,11784
142,11784
142,11784
142,11904
142,11907
142,1236
142,1236
142,12376
142,12376
142,12376
142,12512
142,12512
142,12513
142,12513
142,12517
142,12517
142,1377
142,1377
142,1377
142,1399
142,142
142,14300
142,14300
142,143
142,143
142,144
142,144
142,144
142,146
142,146
142,146
