79,5205
216,74748
231,110
231,112
231,203
231,216
231,5205
231,8319
231,8632
641,5973
786,1074
786,1310
786,1545
786,39617
786,39635
786,39651
786,39690
786,4310
786,519
786,538
786,538
786,545
786,558
786,5618
786,742
786,777
786,854
786,854
786,854
786,889
786,927
786,927
889,786
927,40972
927,40972
927,786
927,786
8632,74748
9888,29917
9888,32910
9888,33025
9888,58384
10389,110
10389,203
10389,216
10389,5205
10389,8319
10389,8632
10437,8632
40972,12514
40972,927
42213,10436
42213,10437
42213,216
42213,231
42213,5205
42213,74748
42213,74813
42213,8632
42232,5205
63237,8632
68216,10808
68216,68247
68216,68702
68216,68705
68216,68709
68216,68711
68216,68713
68216,68724
68216,68726
68216,68731
68216,68733
68216,70006
68216,70193
68216,70376
68216,70377
68216,70378
68216,70379
68216,70380
68216,70381
68216,70382
68216,70383
68216,70384
68216,70385
68216,70386
68216,70387
68216,70388
68216,70389
68216,70390
68216,70391
68216,70392
68216,70393
68216,70394
68216,70395
68216,70402
68216,70414
68216,70466
68216,70467
69248,5205
